"doc_id","text","pol_account","id","date","context","issue","policy_flag","stance","annotator","annotated_at","selected_at","uncertainty","not_sentence","draft_flag","issue2","uncertainty2","stance2"
"text1578915.1","1/ Today’s G7 is a crucial test of the Prime Minister’s leadership.","lisanandy",1430040739346624512,"2021-08-24T05:34:15Z","1/ Today’s G7 is a crucial test of the Prime Minister’s leadership. 

He must bring countries together, rise to the occasion and finally show real leadership on the crisis in Afghanistan. For many Afghans this could be make or break. 

This is what it needs to deliver⬇️",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text505619.1","📺 Sinn Féin spokesperson on Health @davidcullinane will be live on @TonightVMTV this evening, from 10:15pm on @VirginMedia_TV One.","sinnfeinireland",1524464358260191232,"2022-05-11T19:00:00Z","📺 Sinn Féin spokesperson on Health @davidcullinane will be live on @TonightVMTV this evening, from 10:15pm on @VirginMedia_TV One.

Watch here: https://t.co/EdU2pP8kej #TonightVMTV https://t.co/QzKZ3MbOr0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text574270.2","Colleagues please vote for the amendment today https://t.co/dPvCAekVHN","JohnnyMercerUK",1468144082497253376,"2021-12-07T09:03:20Z","Serious support for this now - it is a no brainer.

👉less than £1m a year
👉fulfils a long standing promise
👉given their often limited resources, least we could do for those prepared to die for the Nation. 

Colleagues please vote for the amendment today https://t.co/dPvCAekVHN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1353304.3","I was delighted to see so many of the young people engaged &amp; enthusiastic about democracy!","Pauline_Latham",1062276932237254656,"2018-11-13T09:32:11Z","It was great to visit Asterdale Primary School last week. This was a good
opportunity to highlight UK Parliament Week.  I was delighted to see so
many of the young people engaged &amp; enthusiastic about democracy! #UKPW18 https://t.co/lT2EpqiEnY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text722260.1","Good to visit #Pershore market with ⁦@Wychavon⁩ council leader ⁦@BradleyThomasUK⁩ to check that discretionary grants are coming through ⁦@beisgovuk⁩ #openforbusiness https://t.co/Hmg4oudLmq","hbaldwin",1274081859555725312,"2020-06-19T20:49:21Z","Good to visit #Pershore market with ⁦@Wychavon⁩ council leader ⁦@BradleyThomasUK⁩ to check that discretionary grants are coming through ⁦@beisgovuk⁩ #openforbusiness https://t.co/Hmg4oudLmq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1622170.1","🤩 Brilliant to be at the @CarlibarPS School Fayre this evening - so many happy faces - amazing work from the parents who put together such a fantastic event.","kirstenoswald",1537860403471990784,"2022-06-17T18:11:06Z","🤩 Brilliant to be at the @CarlibarPS School Fayre this evening - so many happy faces - amazing work from the parents who put together such a fantastic event. 👏 Also it’s always good to bump into some of our local ghostbusters! 👻 https://t.co/pHgWik4w7t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1068262.1","@AJPendleton @responsiblecred @UnfairDebtGroup Talking to people on the doorstep they are concerned about debt and extortionate interest rates- but it is hard to get on to that topic with other issues being the focus of the media!","Y_FovargueMP",1194329653231673344,"2019-11-12T19:02:33Z","@AJPendleton @responsiblecred @UnfairDebtGroup Talking to people on the doorstep they are concerned about debt and extortionate interest rates- but it is hard to get on to that topic with other issues being the focus of the media!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1437257.1","@justinmadders I’ll be voting against this disgraceful legislation on Monday.","SeemaMalhotra1",1613984893511294976,"2023-01-13T19:42:39Z","@justinmadders I’ll be voting against this disgraceful legislation on Monday. You can’t back nurses or ambulance drivers one day and then threaten to sack them the next day. There should have been negotiated solutions with Govt for disputes a long time ago.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1195764.1","Shameful stats out today before Christmas show homelessness rising AGAIN, including 127,000 kids stuck in temporary accommodation.","JohnHealey_MP",1207240398390939648,"2019-12-18T10:05:15Z","Shameful stats out today before Christmas show homelessness rising AGAIN, including 127,000 kids stuck in temporary accommodation.

This is what ten years of the Tories means.

There's no more powerful reminder of why Labour must rebuild to win again.

https://t.co/UNRy9utAWU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text751040.1","Today was #EnergyDay at #COP26 ☀️🌬️🌊  From rapidly phasing out fossil fuels &amp; calling out greenwashing by big energy companies, to scaling up local &amp; community owned renewables - here is what my constituents are demanding from leaders in Glasgow!","_OliviaBlake",1456319811756060672,"2021-11-04T17:57:54Z","Today was #EnergyDay at #COP26 ☀️🌬️🌊

From rapidly phasing out fossil fuels &amp; calling out greenwashing by big energy companies, to scaling up local &amp; community owned renewables - here is what my constituents are demanding from leaders in Glasgow! #HallamClimateManifesto https://t.co/6q6tLADlZf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text877163.1","Very positive step forward for international travel today as Govt met with industry.","robertcourts",1366736410447912960,"2021-03-02T13:05:27Z","Very positive step forward for international travel today as Govt met with industry.

We’re following the PM's roadmap: working together to safely reopen travel once current travel restrictions have been lifted. #globaltraveltaskforce 

https://t.co/bfPX6jO1U1 @transportgovuk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1162618.1","My latest community email is now out, with an update on some fantastic local charities, the latest Coronavirus advice including the easing of restrictions, and more: https://t.co/MnThwfj3mM https://t.co/ZcmZrFLaOl","S_Hammond",1272507003584352256,"2020-06-15T12:31:26Z","My latest community email is now out, with an update on some fantastic local charities, the latest Coronavirus advice including the easing of restrictions, and more: https://t.co/MnThwfj3mM https://t.co/ZcmZrFLaOl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1674982.1","@trappedonanisl1 More a case of it was the right thing to do - as virtually anybody else would recognise.","VotePursglove",1346190081443459072,"2021-01-04T20:21:41Z","@trappedonanisl1 More a case of it was the right thing to do - as virtually anybody else would recognise. And I help local people on all manner of issues and concerns day in, day out. The churlishness is exhausting, frankly.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1605062.2","This is a further 3.2 million dragged into paying the basic rate, in addition to 2.6 million pushed into higher rate tax.","sarahjolney1",1597247648700198912,"2022-11-28T15:14:49Z","For context, the total number of people who will be forced into a higher income tax band by the Chancellor's proposals is almost 6 million.

This is a further 3.2 million dragged into paying the basic rate, in addition to 2.6 million pushed into higher rate tax.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1410264.3","It's not a line he can apologise away and he should not be at that dispatch box","CarolineLucas",1516734480429596672,"2022-04-20T11:04:14Z","Outraged watching @borisjohnson at #PMQs when he should've resigned. He's crossed line after line, including breaking the law - a law he made and we followed. It's not a line he can apologise away and he should not be at that dispatch box",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text660915.3","Tories chose to - cut taxes for the rich, destroy public services, austerity, destroy the NHS, contracts for cronies,  deny food to hungry, cut pensions.","premnsikka",1581282119963541504,"2022-10-15T13:53:30Z","Jeremy Hunt says difficult decisions ahead after Truss ‘mistakes’.

Rubbish ... they were policy.

Tories chose to - cut taxes for the rich, destroy public services, austerity, destroy the NHS, contracts for cronies,  deny food to hungry, cut pensions.

We can't forget/forgive.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text815717.2","One of 5 sets of 3 brothers from Tynemouth Borough killed in WW1. http://t.co/6PZB6H3983","alancampbellmp",609721921077440512,"2015-06-13T14:00:08Z","Ernest, Arthur and George Carr from Eleanor St. One of 5 sets of 3 brothers from Tynemouth Borough killed in WW1. http://t.co/6PZB6H3983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text650971.2","You seem to have missed the fact that we have left the EU as a supreme act of democracy.","danielmgmoylan",1613291269945544704,"2023-01-11T21:46:26Z","@RadarRadar @dmcfender You’re the one sounding stupid. You seem to have missed the fact that we have left the EU as a supreme act of democracy. That means we aren’t in it any more. We have a relationship with the EU akin to that enjoyed by hundreds of other normal countries, including customs controls.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text409999.2","Hope you have a wonderful day and Easter ☺️🎉🎶🎈🎂 From all of us at #TeamALW.","OfficialALW",712276084583112704,"2016-03-22T13:53:46Z","@billiepsi thank you Guillermo! Hope you have a wonderful day and Easter ☺️🎉🎶🎈🎂 From all of us at #TeamALW.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1112291.1","Had the Bank of England not intervened, there would have been mass insolvencies of pension funds by THIS AFTERNOON.","PreetKGillMP",1575135826266263552,"2022-09-28T14:50:20Z","Had the Bank of England not intervened, there would have been mass insolvencies of pension funds by THIS AFTERNOON. @Keir_Starmer is right recall parliament now.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text871701.1","Delighted to be celebrating #InternationalWomensDay at the #March4Women.","jeremycorbyn",1236705053454536704,"2020-03-08T17:27:16Z","Delighted to be celebrating #InternationalWomensDay at the #March4Women.

Today we remember the hard-won victories achieved by generations of women and recommit ourselves to continuing the struggle for gender equality in our country and around the world. https://t.co/YwsGv6trLY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text393728.3","This @Policy_Exchange report from @Robert_WH_Ede is so important.","JimBethell",1526488240227864576,"2022-05-17T09:02:11Z","🇬🇧 expertise in cutting-edge specialised services demonstrates #NHS at its most innovative. 
But its huge success means tough decisions if we are to benefit from these advances. 
This @Policy_Exchange report from @Robert_WH_Ede is so important. Read it! 

https://t.co/ZEKUGLK98M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text524744.2","This is a unique opportunity for the UK to deepen our 80 year strong relationship with our North Atlantic neighbour over the coming decade 🇬🇧🇮🇸","DominicRaab",1260950149788061696,"2020-05-14T15:08:37Z","Today @morton_wendy and @GudlaugurThor signed the Iceland and UK Joint Vision for 2030. 

This is a unique opportunity for the UK to deepen our 80 year strong relationship with our North Atlantic neighbour over the coming decade 🇬🇧🇮🇸",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text994690.2","Have been doing interviews on latest migrant crossing deaths in the Channel since this morning.","RosieDuffield1",1603035794549395456,"2022-12-14T14:34:51Z","Relieved that we just won that vote. Have been doing interviews on latest migrant crossing deaths in the Channel since this morning. Those humans are more than just the latest statistics and one death in the icy channel is one too many...",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text266942.1","@davidbogle1 Yes but in TM's deal GB-EU alignment in certain areas was accepted as the price for no border GB-NI and in BJ's deal it wasn't","GavinBarwell",1489900358151376896,"2022-02-05T09:55:01Z","@davidbogle1 Yes but in TM's deal GB-EU alignment in certain areas was accepted as the price for no border GB-NI and in BJ's deal it wasn't",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text540569.1","@Finias This is not true if staff or any constituents contact me I will indeed help email Michelle.donelan.mp@parliament.uk","michelledonelan",999015096415375360,"2018-05-22T19:52:14Z","@Finias This is not true if staff or any constituents contact me I will indeed help email Michelle.donelan.mp@parliament.uk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text523189.1","When the UK's #COP26 Presidency began, only 30% of the world's economy was covered by net zero targets.","DominicRaab",1418543886096535552,"2021-07-23T12:09:52Z","When the UK's #COP26 Presidency began, only 30% of the world's economy was covered by net zero targets. Now over 70% is. With 100 days until #COP26, the UK is working to secure more commitments, to reduce global emissions, protect the most vulnerable and tackle #ClimateChange.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1045299.1","@sixiefan It’s kind of not up to us, it’s up to Tory MPs and the voters - so we continue to support the government when it’s right and challenge it in the national interest where we feel (eg over oligarchs) it’s not going far enough.","timfarron",1500473076659761152,"2022-03-06T14:07:13Z","@sixiefan It’s kind of not up to us, it’s up to Tory MPs and the voters - so we continue to support the government when it’s right and challenge it in the national interest where we feel (eg over oligarchs) it’s not going far enough. Johnson going has nothing to do with war tactics.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1213389.1","Delighted to support Schools Together Partnerships tonight which has brought together schools from the Independent and State  sector for the best of our children’s eduction. ⁦","Wera_Hobhouse",1465431725845143552,"2021-11-29T21:25:24Z","Delighted to support Schools Together Partnerships tonight which has brought together schools from the Independent and State  sector for the best of our children’s eduction. ⁦@MonktonBath⁩

Looking forward to Bath Schools Choir performing at Bath Festivals next year. https://t.co/aONGsb3fYa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text285489.1","@patrickhart10 I don't have the same edition in office - email me questions@jeffreyarcher.co.uk","Jeffrey_Archer",380631933828354048,"2013-09-19T09:58:19Z","@patrickhart10 I don't have the same edition in office - email me questions@jeffreyarcher.co.uk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1427847.1","@AngelaRayner @PutneyFleur @FloEshalomi Errr, Christmas in Hollis and Stop the cavalry, after that I’m struggling to be honest.Merry Christmas!!!","justinmadders",1606610324815114240,"2022-12-24T11:18:45Z","@AngelaRayner @PutneyFleur @FloEshalomi Errr, Christmas in Hollis and Stop the cavalry, after that I’m struggling to be honest.Merry Christmas!!!☃️❄️⛄️",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
